NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
29068	-1	41894	DIA_VLK_3123_RANDOLPH_HELFEN_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3123_Randolph_helfen_14_04"")"	SUBTITLE	Ладно, я сделаю это. Отдай ее мне!	Ëŕäíî, ˙ ńäĺëŕţ ýňî. Îňäŕé ĺĺ ěíĺ!
29069	-1	41894	DIA_VLK_3123_RANDOLPH_HELFEN_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3123_Randolph_helfen_14_05"")"	SUBTITLE	Скажи ему, чтобы он снова закрепил ослабленную рукоятку и заточил пилу!	Ńęŕćč ĺěó, ÷ňîáű îí ńíîâŕ çŕęđĺďčë îńëŕáëĺííóţ đóęî˙ňęó č çŕňî÷čë ďčëó!
29070	-1	41894	DIA_VLK_3123_RANDOLPH_HELFEN_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3123_Randolph_helfen_14_06"")"	SUBTITLE	А вот и деньги. Отдай их ему, когда он починит пилу.	Ŕ âîň č äĺíüăč. Îňäŕé čő ĺěó, ęîăäŕ îí ďî÷číčň ďčëó.
29071	2460	166555	DIA_VLK_3123_RANDOLPH_HELFEN_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Рэндольф поручил мне отнести его сломанную пилу к кузнецу, чтобы тот заточил и починил ее.	Đýíäîëüô ďîđó÷čë ěíĺ îňíĺńňč ĺăî ńëîěŕííóţ ďčëó ę ęóçíĺöó, ÷ňîáű ňîň çŕňî÷čë č ďî÷číčë ĺĺ.
29072	2460	166556	DIA_VLK_3123_RANDOLPH_SAEGE_GEBEN	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Вот твоя отремонтированная пила!	Âîň ňâî˙ îňđĺěîíňčđîâŕííŕ˙ ďčëŕ!
29073	-1	41897	DIA_VLK_3123_RANDOLPH_SAEGE_GEBEN_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3123_Randolph_saege_geben_14_00"")"	SUBTITLE	Вот твоя отремонтированная пила!	Âîň ňâî˙ îňđĺěîíňčđîâŕííŕ˙ ďčëŕ!
29074	-1	41897	DIA_VLK_3123_RANDOLPH_SAEGE_GEBEN_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3123_Randolph_saege_geben_14_01"")"	SUBTITLE	Ах, спасибо. За это я даю тебе три куска угля , на что бы они тебе ни понадобились, и пятьдесят золотых.	Ach, dziękuję. Çŕ ýňî ˙ äŕţ ňĺáĺ ňđč ęóńęŕ óăë˙ , íŕ ÷ňî áű îíč ňĺáĺ íč ďîíŕäîáčëčńü, č ď˙ňüäĺń˙ň çîëîňűő.
29075	-1	41897	DIA_VLK_3123_RANDOLPH_SAEGE_GEBEN_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3123_Randolph_saege_geben_14_02"")"	SUBTITLE	Если вы сейчас принесете эту пилу в Barko и сообщите мне об этом , я буду полностью удовлетворен.	Ĺńëč âű ńĺé÷ŕń ďđčíĺńĺňĺ ýňó ďčëó â Barko č ńîîáůčňĺ ěíĺ îá ýňîě , ˙ áóäó ďîëíîńňüţ óäîâëĺňâîđĺí.
29076	2460	166560	DIA_VLK_3123_RANDOLPH_SAEGE_GEBEN_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Мне просто нужно вернуть Барко его пилу, а затем снова пойти к Рэндольфу.	Ěíĺ ďđîńňî íóćíî âĺđíóňü Áŕđęî ĺăî ďčëó, ŕ çŕňĺě ńíîâŕ ďîéňč ę Đýíäîëüôó.
29077	2460	166561	DIA_VLK_3123_RANDOLPH_HELFEN_FERTIG	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Я вернул Барко его пилу!	ß âĺđíóë Áŕđęî ĺăî ďčëó!
29078	-1	41900	DIA_VLK_3123_RANDOLPH_HELFEN_FERTIG_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3123_Randolph_helfen_fertig_14_00"")"	SUBTITLE	Я вернул Барко его пилу!	ß âĺđíóë Áŕđęî ĺăî ďčëó!
29079	-1	41900	DIA_VLK_3123_RANDOLPH_HELFEN_FERTIG_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3123_Randolph_helfen_fertig_14_01"")"	SUBTITLE	Хорошо, тогда большое спасибо за помощь.	Őîđîřî, ňîăäŕ áîëüřîĺ ńďŕńčáî çŕ ďîěîůü.
29080	2460	166564	DIA_VLK_3123_RANDOLPH_HELFEN_FERTIG_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я выполнил 100% своей работы для Рэндольфа.	ß âűďîëíčë 100% ńâîĺé đŕáîňű äë˙ Đýíäîëüôŕ.
29081	2460	166565	DIA_VLK_3111_BARKO_HALLO	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Здравствуй!	Çäđŕâńňâóé!
29082	-1	41906	DIA_VLK_3111_BARKO_HALLO_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_hallo_14_00"")"	SUBTITLE	Здравствуй!	Çäđŕâńňâóé!
29083	-1	41906	DIA_VLK_3111_BARKO_HALLO_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_hallo_14_01"")"	SUBTITLE	Привет, я Барко, хозяин небольшой местной жаровни.	Ďđčâĺň, ˙ Áŕđęî, őîç˙čí íĺáîëüřîé ěĺńňíîé ćŕđîâíč.
29084	-1	41906	DIA_VLK_3111_BARKO_HALLO_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_hallo_14_02"")"	SUBTITLE	Чета ты выглядишь каким-то подавленным.	×ĺňŕ ňű âűăë˙äčřü ęŕęčě-ňî ďîäŕâëĺííűě.
29085	-1	41906	DIA_VLK_3111_BARKO_HALLO_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_hallo_14_03"")"	SUBTITLE	Да, это так, вчера весь вечер жарил мясо для Рэндольфа, Алоэ Веры и Ренца.	Äŕ, ýňî ňŕę, â÷ĺđŕ âĺńü âĺ÷ĺđ ćŕđčë ě˙ńî äë˙ Đýíäîëüôŕ, Ŕëîý Âĺđű č Đĺíöŕ.
29086	-1	41906	DIA_VLK_3111_BARKO_HALLO_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_hallo_14_04"")"	SUBTITLE	Хотя бы день отдохнуть от всего этого, но не судьба.	Őîň˙ áű äĺíü îňäîőíóňü îň âńĺăî ýňîăî, íî íĺ ńóäüáŕ.
29087	2460	166571	DIA_VLK_3111_BARKO_SAEGE	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Что-то случилось?	Dlaczego uważasz mnie za złodzieja?
29088	-1	41909	DIA_VLK_3111_BARKO_SAEGE_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_saege_14_00"")"	SUBTITLE	Что-то случилось?	Czy coś się stało?
29089	-1	41909	DIA_VLK_3111_BARKO_SAEGE_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_saege_14_01"")"	SUBTITLE	Да Рэндольф взял мою пилу и не хочет возвращать.	Äŕ Đýíäîëüô âç˙ë ěîţ ďčëó č íĺ őî÷ĺň âîçâđŕůŕňü.
29090	-1	41909	DIA_VLK_3111_BARKO_SAEGE_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_saege_14_02"")"	SUBTITLE	Хм, извини но я вынужден тебя разочаровать...	Őě, čçâčíč íî ˙ âűíóćäĺí ňĺá˙ đŕçî÷ŕđîâŕňü...
29091	-1	41909	DIA_VLK_3111_BARKO_SAEGE_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_saege_14_03"")"	SUBTITLE	Что? Только не говори, что он сдал ее на металлолом!	Co? Ňîëüęî íĺ ăîâîđč, ÷ňî îí ńäŕë ĺĺ íŕ ěĺňŕëëîëîě!
29092	-1	41909	DIA_VLK_3111_BARKO_SAEGE_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_saege_14_04"")"	SUBTITLE	Нет, но и так просто он ее не хотел отдавать. На, держи.	Íĺň, íî č ňŕę ďđîńňî îí ĺĺ íĺ őîňĺë îňäŕâŕňü. Íŕ, äĺđćč.
29093	-1	41909	DIA_VLK_3111_BARKO_SAEGE_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_saege_14_05"")"	SUBTITLE	О, спасибо, ты парень не промах.	Î, ńďŕńčáî, ňű ďŕđĺíü íĺ ďđîěŕő.
29094	2460	166578	DIA_VLK_3111_BARKO_HONIG	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	У меня есть для тебя подарок в целях рекламы!	Ó ěĺí˙ ĺńňü äë˙ ňĺá˙ ďîäŕđîę â öĺë˙ő đĺęëŕěű!
29095	-1	41912	DIA_VLK_3111_BARKO_HONIG_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_honig_14_00"")"	SUBTITLE	У меня есть для тебя подарок в целях рекламы!	Ó ěĺí˙ ĺńňü äë˙ ňĺá˙ ďîäŕđîę â öĺë˙ő đĺęëŕěű!
29096	-1	41912	DIA_VLK_3111_BARKO_HONIG_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_honig_14_01"")"	SUBTITLE	От меда я не откажусь!	Îň ěĺäŕ ˙ íĺ îňęŕćóńü!
29097	-1	41912	DIA_VLK_3111_BARKO_HONIG_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_honig_14_02"")"	SUBTITLE	Хм, откуда ты знаешь, что это мед?	Őě, îňęóäŕ ňű çíŕĺřü, ÷ňî ýňî ěĺä?
29098	-1	41912	DIA_VLK_3111_BARKO_HONIG_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_honig_14_03"")"	SUBTITLE	Не подумай ничего плохого, но у меня было предчувствие, что кто-то сегодня принесет мне мед.	Íĺ ďîäóěŕé íč÷ĺăî ďëîőîăî, íî ó ěĺí˙ áűëî ďđĺä÷óâńňâčĺ, ÷ňî ęňî-ňî ńĺăîäí˙ ďđčíĺńĺň ěíĺ ěĺä.
29099	-1	41912	DIA_VLK_3111_BARKO_HONIG_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_honig_14_04"")"	SUBTITLE	Нет, что-то здесь не так. Может, ты тогда знаешь, от кого я получил этот мед?	Íĺň, ÷ňî-ňî çäĺńü íĺ ňŕę. Ěîćĺň, ňű ňîăäŕ çíŕĺřü, îň ęîăî ˙ ďîëó÷čë ýňîň ěĺä?
29100	-1	41912	DIA_VLK_3111_BARKO_HONIG_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_honig_14_05"")"	SUBTITLE	Знаю, от Гисперта.	Çíŕţ, îň Ăčńďĺđňŕ.
29101	-1	41912	DIA_VLK_3111_BARKO_HONIG_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_honig_14_06"")"	SUBTITLE	Ух ты, точно.	Óő ňű, ňî÷íî.
29102	-1	41912	DIA_VLK_3111_BARKO_HONIG_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_honig_14_07"")"	SUBTITLE	Я тоже видел его на дороге, он всем предлагал свой мед.	ß ňîćĺ âčäĺë ĺăî íŕ äîđîăĺ, îí âńĺě ďđĺäëŕăŕë ńâîé ěĺä.
29103	2460	166587	DIA_VLK_3111_BARKO_HONIG_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я дал Барко баночку меда от Гисперта.	ß äŕë Áŕđęî áŕíî÷ęó ěĺäŕ îň Ăčńďĺđňŕ.
29104	2460	166588	DIA_VLK_3111_BARKO_JOINT	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Хочешь покурить?	Őî÷ĺřü ďîęóđčňü?
29105	-1	41915	DIA_VLK_3111_BARKO_JOINT_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_joint_14_00"")"	SUBTITLE	Хочешь покурить?	Őî÷ĺřü ďîęóđčňü?
29106	-1	41915	DIA_VLK_3111_BARKO_JOINT_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_joint_14_01"")"	SUBTITLE	После тяжелого дня, немного расслабиться не помещает.	Ďîńëĺ ň˙ćĺëîăî äí˙, íĺěíîăî đŕńńëŕáčňüń˙ íĺ ďîěĺůŕĺň.
29107	-1	41915	DIA_VLK_3111_BARKO_JOINT_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_joint_14_02"")"	SUBTITLE	Хорошо, косяк стоит три золотых!	Őîđîřî, ęîń˙ę ńňîčň ňđč çîëîňűő!
29108	-1	41915	DIA_VLK_3111_BARKO_JOINT_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_joint_14_03"")"	SUBTITLE	Возьми деньги. Только не трать их на выпивку.	Âîçüěč äĺíüăč. Ňîëüęî íĺ ňđŕňü čő íŕ âűďčâęó.
29109	-1	41915	DIA_VLK_3111_BARKO_JOINT_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_joint_14_04"")"	SUBTITLE	На три золотых особо и не напьешься.	Íŕ ňđč çîëîňűő îńîáî č íĺ íŕďüĺřüń˙.
29110	-1	41915	DIA_VLK_3111_BARKO_JOINT_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_joint_14_05"")"	SUBTITLE	Ну да. Хорошего дня!	No, tak. Őîđîřĺăî äí˙!
29111	2460	166595	DIA_VLK_3111_BARKO_JOINT_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Барко теперь тоже есть что курить.	Áŕđęî ňĺďĺđü ňîćĺ ĺńňü ÷ňî ęóđčňü.
29112	2460	166596	DIA_VLK_3111_BARKO_HELFEN	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Помощь нужна?	Ďîěîůü íóćíŕ?
29113	-1	41918	DIA_VLK_3111_BARKO_HELFEN_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_helfen_14_00"")"	SUBTITLE	Помощь нужна?	Ďîěîůü íóćíŕ?
29114	-1	41918	DIA_VLK_3111_BARKO_HELFEN_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_helfen_14_01"")"	SUBTITLE	Хорошо что ты спросил. Древесина почти закончилась.	Őîđîřî ÷ňî ňű ńďđîńčë. Äđĺâĺńčíŕ ďî÷ňč çŕęîí÷čëŕńü.
29115	-1	41918	DIA_VLK_3111_BARKO_HELFEN_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_helfen_14_02"")"	SUBTITLE	Было бы неплохо, если бы ты принес мне хотя бы семь больших веток.	Áűëî áű íĺďëîőî, ĺńëč áű ňű ďđčíĺń ěíĺ őîň˙ áű ńĺěü áîëüřčő âĺňîę.
29116	-1	41918	DIA_VLK_3111_BARKO_HELFEN_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_helfen_14_03"")"	SUBTITLE	Хорошо, тогда я приступаю к роботе...	Őîđîřî, ňîăäŕ ˙ ďđčńňóďŕţ ę đîáîňĺ...
29117	-1	41918	DIA_VLK_3111_BARKO_HELFEN_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_helfen_14_04"")"	SUBTITLE	Робота не сложная, справишься.	Đîáîňŕ íĺ ńëîćíŕ˙, ńďđŕâčřüń˙.
29118	2460	166602	DIA_VLK_3111_BARKO_HELFEN_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Древесина у Барко становится довольно дефицитной. Я собираюсь принести немного новой древесины, семь кусков, если быть точным, из леса.	Äđĺâĺńčíŕ ó Áŕđęî ńňŕíîâčňń˙ äîâîëüíî äĺôčöčňíîé. ß ńîáčđŕţńü ďđčíĺńňč íĺěíîăî íîâîé äđĺâĺńčíű, ńĺěü ęóńęîâ, ĺńëč áűňü ňî÷íűě, čç ëĺńŕ.
29119	2460	166603	DIA_VLK_3111_BARKO_HELFEN_FERTIG	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Я принес древесину!	ß ďđčíĺń äđĺâĺńčíó!
29120	-1	41921	DIA_VLK_3111_BARKO_HELFEN_FERTIG_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_helfen_fertig_14_00"")"	SUBTITLE	Я принес древесину!	ß ďđčíĺń äđĺâĺńčíó!
29121	-1	41921	DIA_VLK_3111_BARKO_HELFEN_FERTIG_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_helfen_fertig_14_01"")"	SUBTITLE	Спасибо, были трудности?	Ńďŕńčáî, áűëč ňđóäíîńňč?
29122	-1	41921	DIA_VLK_3111_BARKO_HELFEN_FERTIG_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_helfen_fertig_14_02"")"	SUBTITLE	Нет, разве только то, что я все время должен был таскать ее с собой.	Íĺň, đŕçâĺ ňîëüęî ňî, ÷ňî ˙ âńĺ âđĺě˙ äîëćĺí áűë ňŕńęŕňü ĺĺ ń ńîáîé.
29123	-1	41921	DIA_VLK_3111_BARKO_HELFEN_FERTIG_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_helfen_fertig_14_03"")"	SUBTITLE	Ну а чего ты ожидал? Не все в жизни идет гладко, как по лезвию меча.	Íó ŕ ÷ĺăî ňű îćčäŕë? Íĺ âńĺ â ćčçíč čäĺň ăëŕäęî, ęŕę ďî ëĺçâčţ ěĺ÷ŕ.
29124	-1	41921	DIA_VLK_3111_BARKO_HELFEN_FERTIG_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3111_Barko_helfen_fertig_14_04"")"	SUBTITLE	Хорошо сравнил… правда мне действительно было неудобно таскать ветки повсюду.	Őîđîřî ńđŕâíčë… ďđŕâäŕ ěíĺ äĺéńňâčňĺëüíî áűëî íĺóäîáíî ňŕńęŕňü âĺňęč ďîâńţäó.
29125	-1	41921	DIA_VLK_3111_BARKO_HELFEN_FERTIG_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3111_Barko_helfen_fertig_14_05"")"	SUBTITLE	Ну хорошо, тогда в награду за твои труды я дам тебе одну из своих дорогих одежек.	Íó őîđîřî, ňîăäŕ â íŕăđŕäó çŕ ňâîč ňđóäű ˙ äŕě ňĺáĺ îäíó čç ńâîčő äîđîăčő îäĺćĺę.
29126	2460	166610	DIA_VLK_3111_BARKO_HELFEN_FERTIG_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	У Барко теперь снова достаточно древесины на данный момент.	Ó Áŕđęî ňĺďĺđü ńíîâŕ äîńňŕňî÷íî äđĺâĺńčíű íŕ äŕííűé ěîěĺíň.
29127	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3112_Karos_stop_14_00"")"	SUBTITLE	Стой, куда направляешься?	Ńňîé, ęóäŕ íŕďđŕâë˙ĺřüń˙?
29128	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3112_Karos_stop_14_01"")"	SUBTITLE	Хм, а что нельзя?!	Őě, ŕ ÷ňî íĺëüç˙?!
29129	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3112_Karos_stop_14_02"")"	SUBTITLE	Представь себе, нельзя! Я пропускаю только граждан деревни.	Ďđĺäńňŕâü ńĺáĺ, íĺëüç˙! ß ďđîďóńęŕţ ňîëüęî ăđŕćäŕí äĺđĺâíč.
29130	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3112_Karos_stop_14_03"")"	SUBTITLE	Хм, что ж мне тогда сделать, чтобы ты пропустил меня?	Őě, ÷ňî ć ěíĺ ňîăäŕ ńäĺëŕňü, ÷ňîáű ňű ďđîďóńňčë ěĺí˙?
29131	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3112_Karos_stop_14_04"")"	SUBTITLE	Я же только что сказал, что пропускаю только граждан этой деревни...	ß ćĺ ňîëüęî ÷ňî ńęŕçŕë, ÷ňî ďđîďóńęŕţ ňîëüęî ăđŕćäŕí ýňîé äĺđĺâíč...
29132	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3112_Karos_stop_14_05"")"	SUBTITLE	Замечательно, интересно как же мне им стать.	Çŕěĺ÷ŕňĺëüíî, číňĺđĺńíî ęŕę ćĺ ěíĺ čě ńňŕňü.
29133	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3112_Karos_stop_14_06"")"	SUBTITLE	Деревенский староста подписал указ, что этот статус можно получить либо по рождению, либо за заслуги перед жителями деревни.	Äĺđĺâĺíńęčé ńňŕđîńňŕ ďîäďčńŕë óęŕç, ÷ňî ýňîň ńňŕňóń ěîćíî ďîëó÷čňü ëčáî ďî đîćäĺíčţ, ëčáî çŕ çŕńëóăč ďĺđĺä ćčňĺë˙ěč äĺđĺâíč.
29134	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3112_Karos_stop_14_07"")"	SUBTITLE	А теперь пожалуйста уходи, не мешай другим, не загораживай проход.	Ŕ ňĺďĺđü ďîćŕëóéńňŕ óőîäč, íĺ ěĺřŕé äđóăčě, íĺ çŕăîđŕćčâŕé ďđîőîä.
29135	-1	41929	DIA_VLK_3112_KAROS_STOP_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3112_Karos_stop_14_08"")"	SUBTITLE	Если у тебя нет никаких важних сообщений, то иди отсюда!	Ĺńëč ó ňĺá˙ íĺň íčęŕęčő âŕćíčő ńîîáůĺíčé, ňî čäč îňńţäŕ!
29136	2460	166621	DIA_VLK_3112_KAROS_STOP_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Чтобы добраться до старосты деревни, мне нужно оказать помощь жителям деревни.	×ňîáű äîáđŕňüń˙ äî ńňŕđîńňű äĺđĺâíč, ěíĺ íóćíî îęŕçŕňü ďîěîůü ćčňĺë˙ě äĺđĺâíč.
29137	2460	166622	DIA_VLK_3112_KAROS_STOP_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я обязательно должен пойти к старосте деревни, я уверен, что смогу найти ответ, или хотя бы намек обо всем этом, здесь.	ß îá˙çŕňĺëüíî äîëćĺí ďîéňč ę ńňŕđîńňĺ äĺđĺâíč, ˙ óâĺđĺí, ÷ňî ńěîăó íŕéňč îňâĺň, čëč őîň˙ áű íŕěĺę îáî âńĺě ýňîě, çäĺńü.
29138	2460	166623	DIA_VLK_3112_KAROS_SCHWERTER	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Я должен отдать тебе эти мечи!	ß äîëćĺí îňäŕňü ňĺáĺ ýňč ěĺ÷č!
29139	-1	41932	DIA_VLK_3112_KAROS_SCHWERTER_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3112_Karos_schwerter_14_00"")"	SUBTITLE	Я должен отдать тебе эти мечи!	ß äîëćĺí îňäŕňü ňĺáĺ ýňč ěĺ÷č!
29140	-1	41932	DIA_VLK_3112_KAROS_SCHWERTER_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_VLK_3112_Karos_schwerter_14_01"")"	SUBTITLE	Да? Они от Ренца, нашого кузнеца? Или я не прав?	Tak? Îíč îň Đĺíöŕ, íŕřîăî ęóçíĺöŕ? Čëč ˙ íĺ ďđŕâ?
29141	-1	41932	DIA_VLK_3112_KAROS_SCHWERTER_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_VLK_3112_Karos_schwerter_14_02"")"	SUBTITLE	Да, от него.	Äŕ, îň íĺăî.
