NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
30077	-1	42348	DIA_SANATRAS_BANNKREISE_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_03"")"	SUBTITLE	Значит ли это, что Кел отправился в Аркантику один и оставил тебя разбираться с порталом?	Çíŕ÷čň ëč ýňî, ÷ňî Ęĺë îňďđŕâčëń˙ â Ŕđęŕíňčęó îäčí č îńňŕâčë ňĺá˙ đŕçáčđŕňüń˙ ń ďîđňŕëîě?
30078	-1	42348	DIA_SANATRAS_BANNKREISE_INFO	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_05"")"	SUBTITLE	В общем, да, именно это и означает.	Â îáůĺě, äŕ, čěĺííî ýňî č îçíŕ÷ŕĺň.
30079	-1	42348	DIA_SANATRAS_BANNKREISE_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_04"")"	SUBTITLE	(задумчиво) Ты едва пробыл в Ордене один день, а уже втянут в свое первое приключение.	(çŕäóě÷čâî) Ňű ĺäâŕ ďđîáűë â Îđäĺíĺ îäčí äĺíü, ŕ óćĺ âň˙íóň â ńâîĺ ďĺđâîĺ ďđčęëţ÷ĺíčĺ.
30080	-1	42348	DIA_SANATRAS_BANNKREISE_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_05"")"	SUBTITLE	Ты уверен, что справишься с задачами, которые тебя ждут?	Ňű óâĺđĺí, ÷ňî ńďđŕâčřüń˙ ń çŕäŕ÷ŕěč, ęîňîđűĺ ňĺá˙ ćäóň?
30081	2462	167607	DIA_SANATRAS_BANNKREISE_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Думаю, да.	Tak sądze.
30082	2462	167608	DIA_SANATRAS_BANNKREISE_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Какой у меня выбор?	Ęŕęîé ó ěĺí˙ âűáîđ?
30083	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_06"")"	SUBTITLE	Какой у меня выбор?	Ęŕęîé ó ěĺí˙ âűáîđ?
30084	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_06"")"	SUBTITLE	Дело не всегда в наличии выбора, а в том, чтобы встретить решение с высоко поднятой головой.	Äĺëî íĺ âńĺăäŕ â íŕëč÷čč âűáîđŕ, ŕ â ňîě, ÷ňîáű âńňđĺňčňü đĺřĺíčĺ ń âűńîęî ďîäí˙ňîé ăîëîâîé.
30085	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_07"")"	SUBTITLE	Значит, я должен делать то, к чему обречен?	Çíŕ÷čň, ˙ äîëćĺí äĺëŕňü ňî, ę ÷ĺěó îáđĺ÷ĺí?
30086	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_07"")"	SUBTITLE	Является ли быть Хранителем таким бременем для тебя?	ßâë˙ĺňń˙ ëč áűňü Őđŕíčňĺëĺě ňŕęčě áđĺěĺíĺě äë˙ ňĺá˙?
30087	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_08"")"	SUBTITLE	Нет, я не это имел в виду.	Íĺň, ˙ íĺ ýňî čěĺë â âčäó.
30088	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_09"")"	SUBTITLE	Я горжусь тем, что я Страж, но как я могу отстаивать решения, которые я принимал не по своему выбору?	ß ăîđćóńü ňĺě, ÷ňî ˙ Ńňđŕć, íî ęŕę ˙ ěîăó îňńňŕčâŕňü đĺřĺíč˙, ęîňîđűĺ ˙ ďđčíčěŕë íĺ ďî ńâîĺěó âűáîđó?
30089	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_08"")"	SUBTITLE	(Сердито) Прими это как мужчина и перестань ныть, черт возьми!	(Ńĺđäčňî) Ďđčěč ýňî ęŕę ěóć÷číŕ č ďĺđĺńňŕíü íűňü, ÷ĺđň âîçüěč!
30090	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_09"")"	SUBTITLE	"Я просто хочу услышать от тебя: ""Да, Мастер, я уверен, что справлюсь!"""	"ß ďđîńňî őî÷ó óńëűřŕňü îň ňĺá˙: ""Äŕ, Ěŕńňĺđ, ˙ óâĺđĺí, ÷ňî ńďđŕâëţńü!"""
30091	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_10"")"	SUBTITLE	(Монтонно повторяя) Да, Мастер, я уверен, что справлюсь.	(Ěîíňîííî ďîâňîđ˙˙) Äŕ, Ěŕńňĺđ, ˙ óâĺđĺí, ÷ňî ńďđŕâëţńü.
30092	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_10"")"	SUBTITLE	Затем возьмите этот свиток и, наконец, найдите портал.	Çŕňĺě âîçüěčňĺ ýňîň ńâčňîę č, íŕęîíĺö, íŕéäčňĺ ďîđňŕë.
30093	-1	42349	DIA_SANATRAS_BANNKREISE_INFO_1	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_11"")"	SUBTITLE	А теперь убирайтесь с глаз долой! (про себя) Проклятый сопляк...	Ŕ ňĺďĺđü óáčđŕéňĺńü ń ăëŕç äîëîé! (ďđî ńĺá˙) Ďđîęë˙ňűé ńîďë˙ę...
30094	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_11"")"	SUBTITLE	Думаю, да.	Tak sądze.
30095	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_12"")"	SUBTITLE	В любом случае есть только две возможности: либо это была ложная тревога, и все в порядке — в этом случае я вернусь в Орден невредимым.	Â ëţáîě ńëó÷ŕĺ ĺńňü ňîëüęî äâĺ âîçěîćíîńňč: ëčáî ýňî áűëŕ ëîćíŕ˙ ňđĺâîăŕ, č âńĺ â ďîđ˙äęĺ — â ýňîě ńëó÷ŕĺ ˙ âĺđíóńü â Îđäĺí íĺâđĺäčěűě.
30096	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_13"")"	SUBTITLE	Или Кел был прав, и защитный круг ослаблен или даже разрушен —	Čëč Ęĺë áűë ďđŕâ, č çŕůčňíűé ęđóă îńëŕáëĺí čëč äŕćĺ đŕçđóřĺí —
30097	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_14"")"	SUBTITLE	...в этом случае я столкнусь с адским существом ростом в несколько метров и окажусь в очень затруднительном положении.	...â ýňîě ńëó÷ŕĺ ˙ ńňîëęíóńü ń ŕäńęčě ńóůĺńňâîě đîńňîě â íĺńęîëüęî ěĺňđîâ č îęŕćóńü â î÷ĺíü çŕňđóäíčňĺëüíîě ďîëîćĺíčč.
30098	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_12"")"	SUBTITLE	(скучно) Тебе нравится, как ты звучишь, не так ли?	(ńęó÷íî) Ňĺáĺ íđŕâčňń˙, ęŕę ňű çâó÷čřü, íĺ ňŕę ëč?
30099	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_15"")"	SUBTITLE	(прокашливается) В общем, я здесь, чтобы найти свиток, который телепортирует меня прямо к порталу.	(ďđîęŕřëčâŕĺňń˙) Â îáůĺě, ˙ çäĺńü, ÷ňîáű íŕéňč ńâčňîę, ęîňîđűé ňĺëĺďîđňčđóĺň ěĺí˙ ďđ˙ěî ę ďîđňŕëó.
30100	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_16"")"	SUBTITLE	Вы случайно не видели где-нибудь валяющийся?	Âű ńëó÷ŕéíî íĺ âčäĺëč ăäĺ-íčáóäü âŕë˙ţůčéń˙?
30101	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_13"")"	SUBTITLE	Если бы вы сразу перешли к делу, я бы сказал, что он у меня есть.	Ĺńëč áű âű ńđŕçó ďĺđĺřëč ę äĺëó, ˙ áű ńęŕçŕë, ÷ňî îí ó ěĺí˙ ĺńňü.
30102	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Sanatras_Bannkreise_15_17"")"	SUBTITLE	Ну, э-э, вы бы отдали его мне?	Íó, ý-ý, âű áű îňäŕëč ĺăî ěíĺ?
30103	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_14"")"	SUBTITLE	(ворчит) Вот, берите. А теперь убирайся.	(âîđ÷čň) Âîň, áĺđčňĺ. Ŕ ňĺďĺđü óáčđŕéń˙.
30104	-1	42350	DIA_SANATRAS_BANNKREISE_INFO_2	"AI_OUTPUT(SELF,OTHER,""Dia_Sanatras_Bannkreise_10_15"")"	SUBTITLE	Не возвращайся, пока не скажешь мне что-нибудь важное.	Íĺ âîçâđŕůŕéń˙, ďîęŕ íĺ ńęŕćĺřü ěíĺ ÷ňî-íčáóäü âŕćíîĺ.
30105	2462	167631	KDF_643_SANATRAS_SPELL	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Я был у барьерного круга.	ß áűë ó áŕđüĺđíîăî ęđóăŕ.
30106	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(OTHER,SELF,""KDF_643_Sanatras_SPELL_Info_15_01"")"	SUBTITLE	Я был у барьерного круга.	ß áűë ó áŕđüĺđíîăî ęđóăŕ.
30107	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_01"")"	SUBTITLE	Что происходит? Печать все еще цела?	Co się tak w ogóle stało? Ďĺ÷ŕňü âńĺ ĺůĺ öĺëŕ?
30108	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(OTHER,SELF,""KDF_643_Sanatras_SPELL_Info_15_02"")"	SUBTITLE	К сожалению, не совсем. Один из фокусов отсутствует.	Ę ńîćŕëĺíčţ, íĺ ńîâńĺě. Îäčí čç ôîęóńîâ îňńóňńňâóĺň.
30109	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_02"")"	SUBTITLE	Что это значит? Куда он делся?	Co to oznacza? Ęóäŕ îí äĺëń˙?
30110	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(OTHER,SELF,""KDF_643_Sanatras_SPELL_Info_15_03"")"	SUBTITLE	Что ж, именно поэтому я здесь. Я надеялся, что вы сможете мне сказать.	×ňî ć, čěĺííî ďîýňîěó ˙ çäĺńü. ß íŕäĺ˙ëń˙, ÷ňî âű ńěîćĺňĺ ěíĺ ńęŕçŕňü.
30111	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_03"")"	SUBTITLE	Хм, я не могу ответить на это сходу. Но... у меня может быть предчувствие.	Őě, ˙ íĺ ěîăó îňâĺňčňü íŕ ýňî ńőîäó. Ale... ó ěĺí˙ ěîćĺň áűňü ďđĺä÷óâńňâčĺ.
30112	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(OTHER,SELF,""KDF_643_Sanatras_SPELL_Info_15_04"")"	SUBTITLE	Мастер?	Ěŕńňĺđ?
30113	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_04"")"	SUBTITLE	Рядом с печатью находится вход в обширную систему пещер. Там живет древнее племя гоблинов.	Đ˙äîě ń ďĺ÷ŕňüţ íŕőîäčňń˙ âőîä â îářčđíóţ ńčńňĺěó ďĺůĺđ. Ňŕě ćčâĺň äđĺâíĺĺ ďëĺě˙ ăîáëčíîâ.
30114	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_05"")"	SUBTITLE	Они могут выглядеть довольно примитивно, но обладают основами цивилизации.	Îíč ěîăóň âűăë˙äĺňü äîâîëüíî ďđčěčňčâíî, íî îáëŕäŕţň îńíîâŕěč öčâčëčçŕöčč.
30115	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_06"")"	SUBTITLE	Поскольку их поселение находится так близко к барьеру, вы можете найти там ответ на недостающий фокус.	Ďîńęîëüęó čő ďîńĺëĺíčĺ íŕőîäčňń˙ ňŕę áëčçęî ę áŕđüĺđó, âű ěîćĺňĺ íŕéňč ňŕě îňâĺň íŕ íĺäîńňŕţůčé ôîęóń.
30116	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(OTHER,SELF,""KDF_643_Sanatras_SPELL_Info_15_05"")"	SUBTITLE	Затем я отправлюсь в пещеры гоблинов.	Çŕňĺě ˙ îňďđŕâëţńü â ďĺůĺđű ăîáëčíîâ.
30117	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_07"")"	SUBTITLE	Но будьте осторожны и относитесь к ним с уважением!	Íî áóäüňĺ îńňîđîćíű č îňíîńčňĺńü ę íčě ń óâŕćĺíčĺě!
30118	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_08"")"	SUBTITLE	Гоблины — чрезвычайно хитрые существа, и если вы будете обращаться с ними как с глупыми животными, они отреагируют соответствующим образом.	Ăîáëčíű — ÷đĺçâű÷ŕéíî őčňđűĺ ńóůĺńňâŕ, č ĺńëč âű áóäĺňĺ îáđŕůŕňüń˙ ń íčěč ęŕę ń ăëóďűěč ćčâîňíűěč, îíč îňđĺŕăčđóţň ńîîňâĺňńňâóţůčě îáđŕçîě.
30119	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(SELF,OTHER,""KDF_643_Sanatras_SPELL_Info_10_09"")"	SUBTITLE	Так что не устраивайте ненужное кровопролитие только потому, что вы демонстрируете манеры ревущей обезьяны!	Ňŕę ÷ňî íĺ óńňđŕčâŕéňĺ íĺíóćíîĺ ęđîâîďđîëčňčĺ ňîëüęî ďîňîěó, ÷ňî âű äĺěîíńňđčđóĺňĺ ěŕíĺđű đĺâóůĺé îáĺçü˙íű!
30120	-1	42353	KDF_643_SANATRAS_SPELL_INFO	"AI_OUTPUT(OTHER,SELF,""KDF_643_Sanatras_SPELL_Info_15_06"")"	SUBTITLE	Да, Мастер, я не разочарую ни вас, ни Орден.	Äŕ, Ěŕńňĺđ, ˙ íĺ đŕçî÷ŕđóţ íč âŕń, íč Îđäĺí.
30121	2462	167647	DIA_TUBUR_WORASLOSTHERBS	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Не могли бы вы помочь мне найти пропавшие травы Вораса?	Íĺ ěîăëč áű âű ďîěî÷ü ěíĺ íŕéňč ďđîďŕâřčĺ ňđŕâű Âîđŕńŕ?
30122	-1	42359	DIA_TUBUR_WORASLOSTHERBS_INFO	"AI_OUTPUT(OTHER,SELF,""Dia_Tubur_WorasLostHerbs_15_01"")"	SUBTITLE	Не могли бы вы помочь мне найти пропавшие травы Вораса?	Íĺ ěîăëč áű âű ďîěî÷ü ěíĺ íŕéňč ďđîďŕâřčĺ ňđŕâű Âîđŕńŕ?
30123	-1	42359	DIA_TUBUR_WORASLOSTHERBS_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Tubur_WorasLostHerbs_06_01"")"	SUBTITLE	Хм. Неужели старый неуклюжий снова потерял их из виду?	Hmm. Íĺóćĺëč ńňŕđűé íĺóęëţćčé ńíîâŕ ďîňĺđ˙ë čő čç âčäó?
30124	-1	42359	DIA_TUBUR_WORASLOSTHERBS_INFO	"AI_OUTPUT(OTHER,SELF,""Dia_Tubur_WorasLostHerbs_15_02"")"	SUBTITLE	Он утверждает, что один из охранников украл их у него.	Îí óňâĺđćäŕĺň, ÷ňî îäčí čç îőđŕííčęîâ óęđŕë čő ó íĺăî.
30125	-1	42359	DIA_TUBUR_WORASLOSTHERBS_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Tubur_WorasLostHerbs_06_02"")"	SUBTITLE	Хм. Возможно.	Hmm. Mogło tak być.
30126	-1	42359	DIA_TUBUR_WORASLOSTHERBS_INFO	"AI_OUTPUT(OTHER,SELF,""Dia_Tubur_WorasLostHerbs_15_03"")"	SUBTITLE	У вас есть хоть какое-нибудь представление о том, кто это мог быть?	Ó âŕń ĺńňü őîňü ęŕęîĺ-íčáóäü ďđĺäńňŕâëĺíčĺ î ňîě, ęňî ýňî ěîă áűňü?
30127	-1	42359	DIA_TUBUR_WORASLOSTHERBS_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Tubur_WorasLostHerbs_06_03"")"	SUBTITLE	Может быть... Послушай. Ты окажешь мне небольшую услугу, и я позабочусь о том, чтобы травы снова появились.	Ěîćĺň áűňü... Słuchaj. Ňű îęŕćĺřü ěíĺ íĺáîëüřóţ óńëóăó, č ˙ ďîçŕáî÷óńü î ňîě, ÷ňîáű ňđŕâű ńíîâŕ ďî˙âčëčńü.
30128	2462	167654	DIA_TUBUR_WORASLOSTHERBS_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Извини, но у меня сейчас нет времени.	Čçâčíč, íî ó ěĺí˙ ńĺé÷ŕń íĺň âđĺěĺíč.
30129	2462	167655	DIA_TUBUR_WORASLOSTHERBS_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Что это за небольшая услуга?	×ňî ýňî çŕ íĺáîëüřŕ˙ óńëóăŕ?
30130	-1	42360	DIA_TUBUR_WORASLOSTHERBS_INFO_1	"AI_OUTPUT(OTHER,SELF,""Dia_Tubur_WorasLostHerbs_15_04"")"	SUBTITLE	Что это за небольшая услуга, которую вы оказываете?	×ňî ýňî çŕ íĺáîëüřŕ˙ óńëóăŕ, ęîňîđóţ âű îęŕçűâŕĺňĺ?
30131	-1	42360	DIA_TUBUR_WORASLOSTHERBS_INFO_1	"AI_OUTPUT(SELF,OTHER,""Dia_Tubur_WorasLostHerbs_06_04"")"	SUBTITLE	О, это не так уж сложно.	Î, ýňî íĺ ňŕę óć ńëîćíî.
30132	-1	42360	DIA_TUBUR_WORASLOSTHERBS_INFO_1	"AI_OUTPUT(SELF,OTHER,""Dia_Tubur_WorasLostHerbs_06_05"")"	SUBTITLE	Я задам вам несколько вопросов, и в зависимости от того, как мне понравятся ваши ответы, я смогу вам помочь или нет.	ß çŕäŕě âŕě íĺńęîëüęî âîďđîńîâ, č â çŕâčńčěîńňč îň ňîăî, ęŕę ěíĺ ďîíđŕâ˙ňń˙ âŕřč îňâĺňű, ˙ ńěîăó âŕě ďîěî÷ü čëč íĺň.
30133	2462	167659	DIA_TUBUR_WORASLOSTHERBS_INFO_1	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Я рад помочь.	ß đŕä ďîěî÷ü.
